"MORALG","CARESG","KNOWG","LEADG","DISHONG","INTELG","MORALB","CARESB","KNOWB","LEADB","DISHONB","INTELB","VOTE3","AGE","EDUC","GENDER","PARTY"
"3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all","3 Not too well","4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all",NA,32,3,1,4
"2 Quite well","2 Quite well","2 Quite well",NA,"4 Not well at all","1 Extremely well","4 Not well at all","4 Not well at all","3 Not too well","4 Not well at all","1 Extremely well","2 Quite well",NA,47,5,2,2
"3 Not too well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,33,6,2,5
NA,"3 Not too well",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,1,1,6
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well",1,36,3,2,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,40,6,2,1
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well",2,38,6,2,7
"3 Not too well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well",NA,"2 Quite well",2,41,4,2,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,45,4,2,3
"1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",NA,63,4,2,1
"2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,50,4,1,2
"1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,"4 Not well at all","3 Not too well","3 Not too well",NA,"2 Quite well",NA,88,4,2,1
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well",NA,"3 Not too well","3 Not too well","4 Not well at all",NA,"3 Not too well",1,79,3,2,1
"2 Quite well",NA,"2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","3 Not too well",NA,1,57,7,1,2
"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,69,2,1,2
"1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,39,3,1,5
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,27,4,1,6
"1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,60,3,2,1
"1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well",NA,"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well",NA,31,6,2,4
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,65,4,1,2
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","1 Extremely well","2 Quite well",NA,"3 Not too well","2 Quite well","2 Quite well",NA,NA,NA,38,3,1,4
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well","4 Not well at all","4 Not well at all",1,55,7,1,5
"2 Quite well","3 Not too well","2 Quite well","2 Quite well",NA,"1 Extremely well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well",3,53,6,1,4
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well",1,43,4,2,2
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",2,73,4,2,6
"1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,"4 Not well at all","4 Not well at all","3 Not too well",NA,"3 Not too well",1,53,3,2,1
"4 Not well at all","4 Not well at all","3 Not too well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all","2 Quite well","1 Extremely well",1,61,3,1,3
"4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",NA,59,3,2,7
NA,"4 Not well at all","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well",2,57,2,1,6
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","4 Not well at all",1,28,6,1,1
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",1,53,6,2,3
"2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","2 Quite well",NA,"2 Quite well",NA,29,4,1,3
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well",NA,38,3,1,3
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",NA,42,6,1,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,37,6,1,3
"2 Quite well","4 Not well at all","2 Quite well","3 Not too well","4 Not well at all","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,48,6,2,6
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",1,47,7,1,1
"1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well","2 Quite well",NA,"2 Quite well","2 Quite well",NA,"1 Extremely well",NA,35,5,1,1
"2 Quite well","1 Extremely well","2 Quite well","2 Quite well",NA,"4 Not well at all",NA,"3 Not too well","3 Not too well","3 Not too well",NA,NA,1,42,6,2,NA
"4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,44,4,1,4
"1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","4 Not well at all","1 Extremely well",NA,NA,NA,NA,NA,NA,1,58,1,2,2
"1 Extremely well","2 Quite well","1 Extremely well","3 Not too well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","2 Quite well",2,53,NA,1,7
"1 Extremely well","1 Extremely well","2 Quite well",NA,"4 Not well at all","2 Quite well",NA,"4 Not well at all",NA,NA,NA,"4 Not well at all",NA,49,3,2,2
"4 Not well at all","4 Not well at all","4 Not well at all","4 Not well at all","1 Extremely well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,32,6,1,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well",1,68,2,1,3
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well",1,39,4,2,5
"1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well",1,41,4,2,3
"2 Quite well","2 Quite well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","3 Not too well","4 Not well at all","3 Not too well","3 Not too well","2 Quite well","3 Not too well",1,40,3,1,1
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","4 Not well at all","3 Not too well","2 Quite well","1 Extremely well","2 Quite well",NA,22,3,2,2
"1 Extremely well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well",2,76,7,2,2
"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well",NA,"2 Quite well",1,44,5,2,2
"3 Not too well","4 Not well at all","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","4 Not well at all","2 Quite well",NA,49,7,1,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","2 Quite well",1,68,1,1,2
"3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","1 Extremely well","2 Quite well","4 Not well at all","2 Quite well",NA,31,3,2,3
"1 Extremely well","4 Not well at all","3 Not too well","3 Not too well","4 Not well at all","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well",2,68,4,1,7
"2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","1 Extremely well","3 Not too well","2 Quite well",2,60,7,1,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,32,6,1,2
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,32,7,2,6
"2 Quite well","2 Quite well","1 Extremely well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,23,4,1,5
"1 Extremely well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well",NA,32,3,1,7
"2 Quite well","4 Not well at all","2 Quite well","4 Not well at all",NA,NA,"2 Quite well",NA,NA,"1 Extremely well",NA,NA,NA,45,3,1,4
NA,NA,NA,NA,NA,NA,NA,NA,"4 Not well at all",NA,NA,NA,NA,NA,NA,1,NA
"3 Not too well","1 Extremely well","3 Not too well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","1 Extremely well","1 Extremely well","3 Not too well","1 Extremely well","1 Extremely well",2,66,4,1,NA
"4 Not well at all","3 Not too well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well",NA,25,6,2,6
"3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,75,4,2,7
NA,"3 Not too well","2 Quite well","3 Not too well",NA,"2 Quite well",NA,"4 Not well at all","2 Quite well","4 Not well at all",NA,"2 Quite well",3,NA,6,2,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",2,44,6,2,2
"3 Not too well","3 Not too well","2 Quite well","2 Quite well",NA,"2 Quite well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","3 Not too well","2 Quite well",NA,30,6,2,7
"2 Quite well",NA,"2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,"4 Not well at all","2 Quite well","3 Not too well",NA,"4 Not well at all",1,49,7,2,3
"4 Not well at all","4 Not well at all","2 Quite well","4 Not well at all","1 Extremely well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well",NA,50,4,1,5
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","3 Not too well","2 Quite well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","3 Not too well","2 Quite well",1,29,6,1,3
"3 Not too well","3 Not too well","2 Quite well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","2 Quite well","1 Extremely well","1 Extremely well","4 Not well at all","1 Extremely well",2,27,6,2,7
"2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well","4 Not well at all","4 Not well at all","2 Quite well","2 Quite well","3 Not too well","2 Quite well",1,55,3,2,2
"1 Extremely well","3 Not too well","1 Extremely well","2 Quite well","3 Not too well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",NA,45,3,1,6
"3 Not too well","3 Not too well","1 Extremely well",NA,"2 Quite well","1 Extremely well","1 Extremely well","2 Quite well","2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",2,78,7,1,7
"3 Not too well","3 Not too well","2 Quite well","2 Quite well","4 Not well at all","1 Extremely well","2 Quite well","3 Not too well","3 Not too well","3 Not too well","4 Not well at all","3 Not too well",NA,55,3,2,2
"2 Quite well","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","1 Extremely well","3 Not too well","1 Extremely well","4 Not well at all","2 Quite well",2,42,3,2,1
"2 Quite well","3 Not too well","1 Extremely well","3 Not too well","3 Not too well","3 Not too well","2 Quite well","2 Quite well","2 Quite well","2 Quite well","4 Not well at all","2 Quite well",NA,42,5,2,6
"2 Quite well","2 Quite well","2 Quite well","2 Quite well",NA,"2 Quite well","1 Extremely well","4 Not well at all","2 Quite well",NA,NA,"2 Quite well",NA,47,1,2,2
